ID,0,1,2,3,4,5,6,7,8,9,10
2099,rolls/buns,newspapers,,,,,,,,,
2100,cake,whole milk,,,,,,,,,
2101,white bread,seasonal products,,,,,,,,,
2102,misc. beverages,shopping bags,,,,,,,,,
2103,yogurt,whole milk,,,,,,,,,
2104,beef,cream cheese ,,,,,,,,,
2105,whole milk,beverages,,,,,,,,,
2106,napkins,citrus fruit,,,,,,,,,
2107,frozen vegetables,newspapers,,,,,,,,,
2108,packaged fruit/vegetables,bottled beer,,,,,,,,,
2109,grapes,canned beer,,,,,,,,,
2110,misc. beverages,eggs,,,,,,,,,
2111,tropical fruit,mustard,sliced cheese,,,,,,,,
2112,citrus fruit,chewing gum,,,,,,,,,
2113,salty snack,canned beer,,,,,,,,,
2114,other vegetables,whole milk,,,,,,,,,
2115,citrus fruit,whole milk,,,,,,,,,
2116,other vegetables,pip fruit,eggs,,,,,,,,
2117,newspapers,napkins,,,,,,,,,
2118,beef,butter,,,,,,,,,
2119,grapes,onions,,,,,,,,,
2120,shopping bags,sparkling wine,,,,,,,,,
2121,jam,shopping bags,,,,,,,,,
2122,berries,margarine,,,,,,,,,
2123,sliced cheese,cat food,,,,,,,,,
2124,citrus fruit,cake,bottled water,,,,,,,,
2125,sliced cheese,coffee,hygiene articles,,,,,,,,
2126,bottled water,pastry,fruit/vegetable juice,,,,,,,,
2127,berries,berries,pastry,newspapers,newspapers,honey,,,,,
2128,soda,pip fruit,sugar,brown bread,,,,,,,
2129,whole milk,pastry,,,,,,,,,
2130,rolls/buns,soda,jam,cake,,,,,,,
2131,pet care,whole milk,,,,,,,,,
2132,yogurt,long life bakery product,onions,hygiene articles,sugar,,,,,,
2133,berries,cream cheese ,long life bakery product,,,,,,,,
2134,soda,whole milk,,,,,,,,,
2135,tropical fruit,rolls/buns,,,,,,,,,
2136,fruit/vegetable juice,margarine,,,,,,,,,
2137,other vegetables,yogurt,,,,,,,,,
2138,pip fruit,rolls/buns,,,,,,,,,
2139,citrus fruit,soda,butter,hard cheese,,,,,,,
2140,hygiene articles,skin care,,,,,,,,,
2141,rolls/buns,frozen vegetables,,,,,,,,,
2142,yogurt,shopping bags,,,,,,,,,
2143,jam,margarine,,,,,,,,,
2144,other vegetables,whole milk,yogurt,hard cheese,bottled beer,,,,,,
2145,root vegetables,processed cheese,,,,,,,,,
2146,pork,beverages,dishes,,,,,,,,
2147,berries,pork,jam,,,,,,,,
2148,beef,root vegetables,,,,,,,,,
2149,cake,butter,,,,,,,,,
2150,citrus fruit,newspapers,,,,,,,,,
2151,fruit/vegetable juice,pip fruit,,,,,,,,,
2152,coffee,whole milk,,,,,,,,,
2153,frozen meals,bottled beer,,,,,,,,,
2154,root vegetables,white bread,,,,,,,,,
2155,packaged fruit/vegetables,whole milk,photo/film,oil,,,,,,,
2156,soap,hard cheese,,,,,,,,,
2157,other vegetables,rolls/buns,,,,,,,,,
2158,canned beer,onions,,,,,,,,,
2159,beef,other vegetables,,,,,,,,,
2160,berries,rolls/buns,rolls/buns,,,,,,,,
2161,sugar,bottled water,,,,,,,,,
2162,grapes,yogurt,,,,,,,,,
2163,brown bread,yogurt,,,,,,,,,
2164,other vegetables,yogurt,,,,,,,,,
2165,beef,newspapers,,,,,,,,,
2166,bottled beer,rolls/buns,whole milk,,,,,,,,
2167,bottled beer,nut snack,,,,,,,,,
2168,liver loaf,beef,berries,whole milk,whipped/sour cream,other vegetables,white bread,whole milk,rolls/buns,,
2169,brown bread,whole milk,,,,,,,,,
2170,pip fruit,soda,,,,,,,,,
2171,whole milk,other vegetables,pot plants,,,,,,,,
2172,pot plants,other vegetables,,,,,,,,,
2173,cake,whole milk,margarine,,,,,,,,
2174,bottled water,beverages,,,,,,,,,
2175,frozen meals,cake,,,,,,,,,
2176,whole milk,whole milk,,,,,,,,,
2177,other vegetables,oil,,,,,,,,,
2178,whole milk,whole milk,,,,,,,,,
2179,cream cheese ,rolls/buns,,,,,,,,,
2180,ice cream,soda,,,,,,,,,
2181,root vegetables,white bread,sliced cheese,,,,,,,,
2182,berries,rolls/buns,,,,,,,,,
2183,cream cheese ,chocolate,,,,,,,,,
2184,white bread,whole milk,,,,,,,,,
2185,tropical fruit,tropical fruit,pot plants,berries,other vegetables,shopping bags,,,,,
2186,berries,soda,,,,,,,,,
2187,butter,frozen vegetables,,,,,,,,,
2188,beef,soda,,,,,,,,,
2189,whole milk,root vegetables,,,,,,,,,
2190,ice cream,beef,,,,,,,,,
2191,yogurt,pip fruit,,,,,,,,,
2192,pip fruit,fruit/vegetable juice,,,,,,,,,
2193,root vegetables,butter,,,,,,,,,
2194,other vegetables,whipped/sour cream,,,,,,,,,
2195,berries,whole milk,,,,,,,,,
2196,citrus fruit,beef,,,,,,,,,
2197,flour,sugar,,,,,,,,,
2198,whole milk,berries,eggs,flour,,,,,,,
2199,canned beer,whole milk,,,,,,,,,
2200,canned beer,white bread,,,,,,,,,
2201,frozen meals,chicken,whipped/sour cream,whole milk,bottled beer,,,,,,
2202,rolls/buns,grapes,,,,,,,,,
2203,pip fruit,rum,,,,,,,,,
2204,berries,margarine,,,,,,,,,
2205,tropical fruit,fruit/vegetable juice,,,,,,,,,
2206,soda,fruit/vegetable juice,,,,,,,,,
2207,white wine,rolls/buns,,,,,,,,,
2208,other vegetables,canned beer,whole milk,,,,,,,,
2209,berries,seasonal products,,,,,,,,,
2210,yogurt,citrus fruit,,,,,,,,,
2211,butter,red wine,,,,,,,,,
2212,dog food,canned beer,,,,,,,,,
2213,ham,bottled beer,,,,,,,,,
2214,berries,other vegetables,,,,,,,,,
2215,other vegetables,onions,,,,,,,,,
2216,margarine,shopping bags,pickled vegetables,rolls/buns,,,,,,,
2217,fruit/vegetable juice,ice cream,,,,,,,,,
2218,napkins,pastry,whole milk,,,,,,,,
2219,berries,beef,,,,,,,,,
2220,whole milk,red wine,shopping bags,cream cheese ,canned beer,,,,,,
2221,tropical fruit,frozen vegetables,whole milk,waffles,,,,,,,
2222,root vegetables,citrus fruit,,,,,,,,,
2223,soft cheese,napkins,,,,,,,,,
2224,whole milk,fruit/vegetable juice,,,,,,,,,
2225,pickled vegetables,butter,,,,,,,,,
2226,other vegetables,sugar,,,,,,,,,
2227,other vegetables,napkins,white wine,,,,,,,,
2228,rolls/buns,soda,chocolate,soda,,,,,,,
2229,bottled beer,pastry,cream cheese ,,,,,,,,
2230,yogurt,root vegetables,oil,,,,,,,,
2231,berries,yogurt,,,,,,,,,
2232,liver loaf,frozen meals,yogurt,eggs,flower (seeds),coffee,,,,,
2233,bottled beer,other vegetables,,,,,,,,,
2234,butter,soda,oil,,,,,,,,
2235,berries,whole milk,,,,,,,,,
2236,frozen meals,canned vegetables,,,,,,,,,
2237,yogurt,citrus fruit,ice cream,soups,,,,,,,
2238,canned beer,rolls/buns,rice,,,,,,,,
2239,bottled water,frozen vegetables,,,,,,,,,
2240,tropical fruit,pastry,,,,,,,,,
2241,whole milk,butter,,,,,,,,,
2242,other vegetables,salt,,,,,,,,,
2243,white wine,canned vegetables,flour,,,,,,,,
2244,turkey,whipped/sour cream,,,,,,,,,
2245,soda,cream cheese ,,,,,,,,,
2246,yogurt,cookware,,,,,,,,,
2247,bottled beer,whole milk,,,,,,,,,
2248,cheese,napkins,,,,,,,,,
2249,herbs,white bread,jam cheese,,,,,,,,
2250,white bread,bottled water,,,,,,,,,
2251,berries,beverages,,,,,,,,,
2252,yogurt,herbs,pastry,whipped/sour cream,canned fish,,,,,,
2253,berries,prosecco,,,,,,,,,
2254,margarine,whole milk,berries,,,,,,,,
2255,whole milk,frozen meals,,,,,,,,,
2256,whole milk,pastry,,,,,,,,,
2257,ham,coffee,,,,,,,,,
2258,whole milk,pip fruit,,,,,,,,,
2259,sauces,frozen meals,,,,,,,,,
2260,sugar,dish cleaner,,,,,,,,,
2261,oil,soda,waffles,,,,,,,,
2262,rolls/buns,cake,,,,,,,,,
2263,canned fruit,whole milk,,,,,,,,,
2264,root vegetables,whipped/sour cream,,,,,,,,,
2265,bottled beer,sugar,popcorn,,,,,,,,
2266,beef,chocolate,napkins,,,,,,,,
2267,whole milk,napkins,,,,,,,,,
2268,cream cheese ,mustard,,,,,,,,,
2269,chicken,whole milk,,,,,,,,,
2270,cake,napkins,long life bakery product,,,,,,,,
2271,root vegetables,waffles,whipped/sour cream,,,,,,,,
2272,beef,jam,flower (seeds),,,,,,,,
2273,whole milk,root vegetables,,,,,,,,,
2274,bottled water,sparkling wine,,,,,,,,,
2275,whole milk,yogurt,,,,,,,,,
2276,frozen meals,cream cheese ,,,,,,,,,
2277,tropical fruit,cake,napkins,,,,,,,,
2278,chicken,yogurt,,,,,,,,,
2279,beef,waffles,detergent,shopping bags,,,,,,,
2280,other vegetables,soda,,,,,,,,,
2281,bottled beer,yogurt,butter milk,,,,,,,,
2282,sugar,butter milk,photo/film,,,,,,,,
2283,ham,canned fruit,,,,,,,,,
2284,misc. beverages,shopping bags,,,,,,,,,
2285,whole milk,salty snack,,,,,,,,,
2286,beef,rolls/buns,soda,,,,,,,,
2287,canned beer,tropical fruit,margarine,,,,,,,,
2288,canned fish,rolls/buns,,,,,,,,,
2289,soda,soda,,,,,,,,,
2290,citrus fruit,pastry,,,,,,,,,
2291,frozen meals,ham,specialty chocolate,roll products ,,,,,,,
2292,berries,chocolate,,,,,,,,,
2293,other vegetables,beverages,,,,,,,,,
2294,rolls/buns,whole milk,napkins,fruit/vegetable juice,mustard,,,,,,
2295,red wine,berries,,,,,,,,,
2296,beef,butter milk,,,,,,,,,
2297,berries,butter,,,,,,,,,
2298,pork,rice,,,,,,,,,
2299,pot plants,bottled water,yogurt,,,,,,,,
2300,frozen meals,jam,,,,,,,,,
2301,other vegetables,packaged fruit/vegetables,,,,,,,,,
2302,packaged fruit/vegetables,rolls/buns,root vegetables,napkins,soft cheese,,,,,,
2303,pastry,chewing gum,,,,,,,,,
2304,rolls/buns,hygiene articles,fruit/vegetable juice,,,,,,,,
2305,root vegetables,pip fruit,other vegetables,canned beer,,,,,,,
2306,rolls/buns,pastry,,,,,,,,,
2307,fruit/vegetable juice,cream cheese ,,,,,,,,,
2308,whole milk,margarine,soda,rice,,,,,,,
2309,pastry,whole milk,,,,,,,,,
2310,beef,white bread,,,,,,,,,
2311,chicken,yogurt,,,,,,,,,
2312,soda,pastry,bottled water,,,,,,,,
2313,yogurt,whole milk,,,,,,,,,
2314,citrus fruit,ham,,,,,,,,,
2315,cake,tropical fruit,,,,,,,,,
2316,whole milk,rolls/buns,,,,,,,,,
2317,white bread,tropical fruit,,,,,,,,,
2318,eggs,mayonnaise,coffee,,,,,,,,
2319,tropical fruit,herbs,,,,,,,,,
2320,brown bread,shopping bags,soda,,,,,,,,
2321,root vegetables,newspapers,,,,,,,,,
2322,misc. beverages,white bread,,,,,,,,,
2323,house keeping products,whole milk,,,,,,,,,
2324,chicken,napkins,soda,,,,,,,,
2325,onions,rolls/buns,,,,,,,,,
2326,ready soups,shopping bags,,,,,,,,,
2327,condensed milk,pork,whole milk,pastry,,,,,,,
2328,chicken,soda,,,,,,,,,
2329,fruit/vegetable juice,herbs,,,,,,,,,
2330,brown bread,yogurt,,,,,,,,,
2331,bottled water,berries,jam,butter milk,,,,,,,
2332,rolls/buns,bottled water,whole milk,,,,,,,,
2333,whole milk,other vegetables,yogurt,newspapers,bottled water,pet care,,,,,
2334,chocolate,white bread,,,,,,,,,
2335,whole milk,shopping bags,,,,,,,,,
2336,butter,citrus fruit,,,,,,,,,
2337,root vegetables,napkins,,,,,,,,,
2338,other vegetables,coffee,,,,,,,,,
2339,white bread,hygiene articles,,,,,,,,,
2340,other vegetables,whole milk,,,,,,,,,
2341,berries,other vegetables,,,,,,,,,
2342,rolls/buns,bottled beer,,,,,,,,,
2343,prosecco,chewing gum,,,,,,,,,
2344,whole milk,hard cheese,candles,bottled beer,shopping bags,jam,,,,,
2345,long life bakery product,chocolate,,,,,,,,,
2346,ham,chocolate,,,,,,,,,
2347,berries,tropical fruit,mustard,,,,,,,,
2348,butter milk,oil,,,,,,,,,
2349,root vegetables,newspapers,,,,,,,,,
2350,other vegetables,chocolate,,,,,,,,,
2351,cream cheese ,pastry,,,,,,,,,
2352,bottled beer,hygiene articles,,,,,,,,,
2353,pip fruit,canned beer,pork,white bread,,,,,,,
2354,whole milk,whipped/sour cream,,,,,,,,,
2355,bottled water,yogurt,,,,,,,,,
2356,whole milk,soda,,,,,,,,,
2357,yogurt,rolls/buns,,,,,,,,,
2358,citrus fruit,cheese,,,,,,,,,
2359,salty snack,brown bread,napkins,,,,,,,,
2360,hygiene articles,pastry,,,,,,,,,
2361,whole milk,waffles,waffles,,,,,,,,
2362,butter,newspapers,,,,,,,,,
2363,white bread,frozen vegetables,,,,,,,,,
2364,shopping bags,hygiene articles,,,,,,,,,
2365,beverages,sparkling wine,,,,,,,,,
2366,chewing gum,ham,,,,,,,,,
2367,butter milk,sliced cheese,rolls/buns,,,,,,,,
2368,soda,berries,butter,whole milk,,,,,,,
2369,other vegetables,whipped/sour cream,salty snack,,,,,,,,
2370,specialty chocolate,flour,,,,,,,,,
2371,yogurt,cheese,,,,,,,,,
2372,newspapers,red wine,,,,,,,,,
2373,grapes,whole milk,,,,,,,,,
2374,pork,pastry,,,,,,,,,
2375,berries,rolls/buns,rolls/buns,rolls/buns,,,,,,,
2376,pork,condensed milk,,,,,,,,,
2377,rolls/buns,yogurt,newspapers,,,,,,,,
2378,pork,rolls/buns,other vegetables,,,,,,,,
2379,pip fruit,salty snack,yogurt,,,,,,,,
2380,tropical fruit,white wine,bottled beer,,,,,,,,
2381,bottled water,berries,,,,,,,,,
2382,jam,frozen meals,,,,,,,,,
2383,coffee,detergent,rolls/buns,pasta,,,,,,,
2384,cream cheese ,misc. beverages,,,,,,,,,
2385,frozen vegetables,dishes,soda,eggs,,,,,,,
2386,hygiene articles,tea,,,,,,,,,
2387,cat food,canned vegetables,,,,,,,,,
2388,beef,bottled water,,,,,,,,,
2389,tropical fruit,other vegetables,,,,,,,,,
2390,beef,chicken,,,,,,,,,
2391,tropical fruit,whole milk,,,,,,,,,
2392,root vegetables,pastry,,,,,,,,,
2393,newspapers,yogurt,white bread,,,,,,,,
2394,bottled beer,canned beer,fruit/vegetable juice,,,,,,,,
2395,beef,jam,,,,,,,,,
2396,other vegetables,citrus fruit,,,,,,,,,
2397,beef,pastry,flour,,,,,,,,
2398,whole milk,long life bakery product,margarine,,,,,,,,
2399,chicken,herbs,frozen meals,,,,,,,,
2400,citrus fruit,rolls/buns,canned fish,,,,,,,,
2401,newspapers,cream cheese ,long life bakery product,,,,,,,,
2402,pip fruit,frozen vegetables,butter milk,,,,,,,,
2403,whole milk,cake,,,,,,,,,
2404,whole milk,other vegetables,,,,,,,,,
2405,whole milk,butter,,,,,,,,,
2406,cream cheese ,chocolate,,,,,,,,,
2407,pip fruit,other vegetables,,,,,,,,,
2408,whisky,shopping bags,rum,,,,,,,,
2409,dish cleaner,rolls/buns,frozen potato products,frozen vegetables,,,,,,,
2410,cake,beef,citrus fruit,root vegetables,,,,,,,
2411,cream cheese ,rolls/buns,,,,,,,,,
2412,pip fruit,white wine,chocolate,,,,,,,,
2413,brown bread,frozen fish,,,,,,,,,
2414,bottled water,rolls/buns,,,,,,,,,
2415,berries,whole milk,,,,,,,,,
2416,ham,rolls/buns,,,,,,,,,
2417,tropical fruit,cake,white bread,bottled water,,,,,,,
2418,hard cheese,bottled beer,whole milk,coffee,,,,,,,
2419,cheese,sliced cheese,,,,,,,,,
2420,frozen potato products,rolls/buns,,,,,,,,,
2421,frozen meals,frozen meals,,,,,,,,,
2422,other vegetables,whole milk,,,,,,,,,
2423,citrus fruit,flour,,,,,,,,,
2424,pork,coffee,margarine,,,,,,,,
2425,newspapers,soda,chocolate,,,,,,,,
2426,berries,dish cleaner,,,,,,,,,
2427,beef,butter,,,,,,,,,
2428,specialty chocolate,frozen vegetables,,,,,,,,,
2429,dishes,yogurt,,,,,,,,,
2430,brown bread,cake,,,,,,,,,
2431,chewing gum,other vegetables,grapes,,,,,,,,
2432,berries,bottled water,,,,,,,,,
2433,yogurt,tropical fruit,,,,,,,,,
2434,coffee,whole milk,,,,,,,,,
2435,packaged fruit/vegetables,other vegetables,,,,,,,,,
2436,misc. beverages,sliced cheese,eggs,,,,,,,,
2437,beef,specialty chocolate,,,,,,,,,
2438,pip fruit,whole milk,,,,,,,,,
2439,root vegetables,salty snack,whipped/sour cream,,,,,,,,
2440,cake,mustard,white bread,,,,,,,,
2441,tropical fruit,frozen fruits,,,,,,,,,
2442,packaged fruit/vegetables,root vegetables,sliced cheese,pip fruit,,,,,,,
2443,pip fruit,white wine,shopping bags,,,,,,,,
2444,rolls/buns,sugar,fruit/vegetable juice,,,,,,,,
2445,beef,bottled water,,,,,,,,,
2446,yogurt,soft cheese,herbs,rolls/buns,,,,,,,
2447,pork,yogurt,,,,,,,,,
2448,rolls/buns,onions,butter,whole milk,rolls/buns,,,,,,
2449,tropical fruit,tropical fruit,,,,,,,,,
2450,rolls/buns,misc. beverages,soda,,,,,,,,
2451,pork,sugar,,,,,,,,,
2452,whole milk,berries,whole milk,jam,canned vegetables,,,,,,
2453,jam cheese,canned beer,,,,,,,,,
2454,whole milk,whole milk,,,,,,,,,
2455,other vegetables,soda,,,,,,,,,
2456,pip fruit,flower (seeds),,,,,,,,,
2457,berries,long life bakery product,,,,,,,,,
2458,beef,onions,,,,,,,,,
2459,turkey,bottled water,,,,,,,,,
2460,herbs,jam,,,,,,,,,
2461,chicken,rolls/buns,pip fruit,pastry,frozen meals,,,,,,
2462,citrus fruit,chocolate,,,,,,,,,
2463,soda,berries,root vegetables,pork,whole milk,vinegar,other vegetables,eggs,shopping bags,,
2464,ice cream,citrus fruit,soda,,,,,,,,
2465,chicken,pork,newspapers,,,,,,,,
2466,fish,pickled vegetables,hard cheese,,,,,,,,
2467,berries,white bread,,,,,,,,,
2468,pip fruit,brandy,,,,,,,,,
2469,whole milk,yogurt,,,,,,,,,
2470,citrus fruit,grapes,,,,,,,,,
2471,chicken,ice cream,bottled water,,,,,,,,
2472,detergent,tropical fruit,soda,margarine,,,,,,,
2473,pork,shopping bags,kitchen towels,,,,,,,,
2474,berries,beverages,,,,,,,,,
2475,root vegetables,soda,,,,,,,,,
2476,other vegetables,misc. beverages,,,,,,,,,
2477,other vegetables,tropical fruit,,,,,,,,,
2478,citrus fruit,whole milk,fruit/vegetable juice,dishes,,,,,,,
2479,beef,rolls/buns,,,,,,,,,
2480,citrus fruit,onions,,,,,,,,,
2481,yogurt,seasonal products,,,,,,,,,
2482,liver loaf,specialty chocolate,,,,,,,,,
2483,tropical fruit,pip fruit,prosecco,,,,,,,,
2484,ham,onions,,,,,,,,,
2485,bottled water,whole milk,,,,,,,,,
2486,pork,cake,,,,,,,,,
2487,citrus fruit,canned beer,,,,,,,,,
2488,rolls/buns,brown bread,whipped/sour cream,,,,,,,,
2489,rolls/buns,cake,,,,,,,,,
2490,other vegetables,frozen vegetables,rolls/buns,,,,,,,,
2491,whole milk,rolls/buns,salty snack,,,,,,,,
2492,pet care,dog food,,,,,,,,,
2493,fruit/vegetable juice,beverages,,,,,,,,,
2494,grapes,soda,,,,,,,,,
2495,butter,soda,,,,,,,,,
2496,pip fruit,popcorn,rolls/buns,bottled water,,,,,,,
2497,other vegetables,newspapers,,,,,,,,,
2498,coffee,fruit/vegetable juice,,,,,,,,,
2499,citrus fruit,cake,,,,,,,,,
2500,other vegetables,newspapers,,,,,,,,,
2501,yogurt,berries,,,,,,,,,
2502,canned beer,seasonal products,,,,,,,,,
2503,pip fruit,pip fruit,whipped/sour cream,shopping bags,eggs,soda,cake,frozen meals,,,
2504,root vegetables,turkey,bottled water,,,,,,,,
2505,whole milk,pip fruit,,,,,,,,,
2506,white wine,jam,,,,,,,,,
2507,canned beer,white bread,,,,,,,,,
2508,whole milk,whole milk,coffee,oil,,,,,,,
2509,soda,bottled water,,,,,,,,,
2510,whole milk,waffles,,,,,,,,,
2511,beverages,pickled vegetables,,,,,,,,,
2512,other vegetables,whole milk,,,,,,,,,
2513,pork,root vegetables,,,,,,,,,
2514,brown bread,canned beer,,,,,,,,,
2515,whole milk,whole milk,candles,,,,,,,,
2516,berries,jam,,,,,,,,,
2517,eggs,whole milk,,,,,,,,,
2518,grapes,other vegetables,misc. beverages,,,,,,,,
2519,chicken,house keeping products,,,,,,,,,
2520,coffee,pastry,,,,,,,,,
2521,brown bread,root vegetables,,,,,,,,,
2522,rolls/buns,cake,,,,,,,,,
2523,beef,pastry,whole milk,,,,,,,,
2524,berries,soda,,,,,,,,,
2525,brown bread,rolls/buns,,,,,,,,,
2526,newspapers,whipped/sour cream,bottled water,jam cheese,,,,,,,
2527,citrus fruit,yogurt,,,,,,,,,
2528,berries,berries,frozen vegetables,pastry,,,,,,,
2529,sugar,jam,,,,,,,,,
2530,other vegetables,sugar,oil,,,,,,,,
2531,cake,fruit/vegetable juice,napkins,,,,,,,,
2532,canned beer,ready soups,,,,,,,,,
2533,chewing gum,cake,,,,,,,,,
2534,whole milk,soda,other vegetables,,,,,,,,
2535,citrus fruit,chicken,,,,,,,,,
2536,cream cheese ,canned beer,waffles,,,,,,,,
2537,whole milk,other vegetables,cream cheese ,rolls/buns,,,,,,,
2538,spread cheese,specialty chocolate,sugar,,,,,,,,
2539,onions,pastry,,,,,,,,,
2540,tropical fruit,cake,rolls/buns,long life bakery product,,,,,,,
2541,rolls/buns,butter,,,,,,,,,
2542,beef,rolls/buns,,,,,,,,,
2543,whole milk,coffee,,,,,,,,,
2544,cream cheese ,yogurt,,,,,,,,,
2545,eggs,root vegetables,,,,,,,,,
2546,newspapers,whole milk,chewing gum,,,,,,,,
2547,root vegetables,rolls/buns,,,,,,,,,
2548,tropical fruit,mustard,,,,,,,,,
2549,berries,butter,,,,,,,,,
2550,pip fruit,other vegetables,,,,,,,,,
2551,tropical fruit,other vegetables,,,,,,,,,
2552,misc. beverages,rolls/buns,frozen vegetables,beverages,condensed milk,,,,,,
2553,root vegetables,kitchen towels,,,,,,,,,
2554,dish cleaner,soda,,,,,,,,,
2555,yogurt,yogurt,,,,,,,,,
2556,other vegetables,citrus fruit,pork,shopping bags,,,,,,,
2557,other vegetables,yogurt,brown bread,,,,,,,,
2558,coffee,hygiene articles,,,,,,,,,
2559,citrus fruit,pip fruit,,,,,,,,,
2560,canned vegetables,chicken,rolls/buns,,,,,,,,
2561,onions,margarine,sweet spreads,,,,,,,,
2562,pip fruit,shopping bags,,,,,,,,,
2563,other vegetables,other vegetables,,,,,,,,,
2564,canned beer,photo/film,,,,,,,,,
2565,other vegetables,waffles,,,,,,,,,
2566,pastry,whipped/sour cream,decalcifier,,,,,,,,
2567,pork,yogurt,margarine,,,,,,,,
2568,yogurt,pip fruit,yogurt,,,,,,,,
2569,whole milk,bottled beer,,,,,,,,,
2570,whole milk,newspapers,frozen vegetables,,,,,,,,
2571,misc. beverages,bottled water,mustard,,,,,,,,
2572,pork,waffles,tropical fruit,pork,canned beer,whipped/sour cream,newspapers,cream cheese ,,,
2573,rolls/buns,sauces,,,,,,,,,
2574,white bread,cream cheese ,,,,,,,,,
2575,frozen fish,whole milk,,,,,,,,,
2576,baking powder,soda,,,,,,,,,
2577,yogurt,soda,,,,,,,,,
2578,root vegetables,grapes,soda,,,,,,,,
2579,coffee,bottled water,chocolate,,,,,,,,
2580,canned beer,brandy,waffles,cat food,dishes,light bulbs,,,,,
2581,bottled beer,brown bread,,,,,,,,,
2582,berries,whipped/sour cream,,,,,,,,,
2583,other vegetables,whole milk,,,,,,,,,
2584,oil,onions,,,,,,,,,
2585,cat food,whole milk,turkey,spread cheese,canned beer,berries,long life bakery product,,,,
2586,beef,citrus fruit,chocolate,pastry,rolls/buns,,,,,,
2587,white bread,coffee,,,,,,,,,
2588,berries,root vegetables,,,,,,,,,
2589,specialty chocolate,rolls/buns,,,,,,,,,
2590,chicken,rolls/buns,,,,,,,,,
2591,chicken,brown bread,,,,,,,,,
2592,oil,herbs,,,,,,,,,
2593,newspapers,specialty chocolate,,,,,,,,,
2594,yogurt,yogurt,,,,,,,,,
2595,chicken,whole milk,,,,,,,,,
2596,bottled beer,citrus fruit,shopping bags,,,,,,,,
2597,soda,soda,,,,,,,,,
2598,berries,whole milk,beef,white bread,,,,,,,
2599,berries,yogurt,,,,,,,,,
2600,spread cheese,butter,hygiene articles,,,,,,,,
2601,cream cheese ,rice,,,,,,,,,
2602,mustard,pork,,,,,,,,,
2603,whipped/sour cream,rolls/buns,soda,,,,,,,,
2604,spread cheese,specialty chocolate,,,,,,,,,
2605,margarine,bottled water,,,,,,,,,
2606,newspapers,eggs,,,,,,,,,
2607,chicken,whole milk,jam,frozen meals,beverages,,,,,,
2608,ham,white wine,shopping bags,,,,,,,,
2609,butter,specialty chocolate,frozen meals,,,,,,,,
2610,whole milk,chocolate,,,,,,,,,
2611,brown bread,pip fruit,,,,,,,,,
2612,beef,fruit/vegetable juice,long life bakery product,bottled water,,,,,,,
2613,rolls/buns,pip fruit,,,,,,,,,
2614,pip fruit,bottled water,,,,,,,,,
2615,chicken,rolls/buns,other vegetables,margarine,,,,,,,
2616,eggs,rolls/buns,,,,,,,,,
2617,berries,frozen vegetables,,,,,,,,,
2618,beef,red wine,salty snack,,,,,,,,
2619,soda,jam,sliced cheese,,,,,,,,
2620,brown bread,pet care,,,,,,,,,
2621,whole milk,bottled water,,,,,,,,,
2622,nuts/prunes,canned beer,other vegetables,shopping bags,,,,,,,
2623,coffee,whole milk,,,,,,,,,
2624,herbs,vinegar,shopping bags,,,,,,,,
2625,root vegetables,onions,whole milk,butter,,,,,,,
2626,bottled water,soda,,,,,,,,,
2627,other vegetables,rolls/buns,whole milk,margarine,,,,,,,
2628,tropical fruit,whole milk,,,,,,,,,
2629,butter,cake,,,,,,,,,
2630,canned beer,newspapers,,,,,,,,,
2631,whole milk,soda,soda,,,,,,,,
2632,tropical fruit,whole milk,,,,,,,,,
2633,chewing gum,pastry,pastry,,,,,,,,
2634,citrus fruit,sweet spreads,,,,,,,,,
2635,citrus fruit,newspapers,shopping bags,,,,,,,,
2636,yogurt,sliced cheese,whipped/sour cream,,,,,,,,
2637,tropical fruit,margarine,,,,,,,,,
2638,fruit/vegetable juice,other vegetables,,,,,,,,,
2639,chicken,salty snack,coffee,,,,,,,,
2640,whole milk,canned beer,,,,,,,,,
2641,beef,rolls/buns,pip fruit,berries,,,,,,,
2642,jam,chicken,,,,,,,,,
2643,cake,newspapers,,,,,,,,,
2644,tropical fruit,yogurt,,,,,,,,,
2645,bottled beer,other vegetables,,,,,,,,,
2646,root vegetables,whole milk,,,,,,,,,
2647,pastry,detergent,,,,,,,,,
2648,other vegetables,pip fruit,cake,red wine,,,,,,,
2649,other vegetables,pip fruit,napkins,,,,,,,,
2650,brown bread,whole milk,canned fish,brown bread,,,,,,,
2651,citrus fruit,beef,,,,,,,,,
2652,rolls/buns,rum,,,,,,,,,
2653,root vegetables,processed cheese,,,,,,,,,
2654,soda,bottled water,ice cream,,,,,,,,
2655,other vegetables,whipped/sour cream,,,,,,,,,
2656,newspapers,pastry,,,,,,,,,
2657,berries,whole milk,,,,,,,,,
2658,berries,rolls/buns,newspapers,waffles,,,,,,,
2659,beef,whole milk,ready soups,,,,,,,,
2660,beef,pet care,,,,,,,,,
2661,sugar,napkins,,,,,,,,,
2662,berries,whole milk,,,,,,,,,
2663,other vegetables,rolls/buns,,,,,,,,,
2664,berries,white bread,,,,,,,,,
2665,other vegetables,processed cheese,,,,,,,,,
2666,other vegetables,long life bakery product,,,,,,,,,
2667,berries,salt,,,,,,,,,
2668,whole milk,whole milk,,,,,,,,,
2669,bottled beer,tropical fruit,,,,,,,,,
